Year,DescrRegione,AgeGroup,Occupati,MacroRegione,Count,Percentage,PercentageOccupati,SummarisedCount
2022,Molise,15+,103093,Sud,2231,0.001102206289937069,0.02164065455462544,Low (1001-10000)
2022,Molise,15-64,99535,Sud,2153,0.001063671063305472,0.02163058220726378,Low (1001-10000)
2022,Molise,65+,3558,Sud,78,3.8535226631596e-05,0.021922428330522766,Very low (1-1000)
2022,Piemonte,0-14,0,NordOvest,4184,0.002067069079828192,0.0,Low (1001-10000)
2022,Piemonte,15+,1785318,NordOvest,50255,0.02482804890219068,0.02814904683647395,High (50001-100000)
2022,Piemonte,15-64,1731355,NordOvest,49304,0.024358215562105445,0.028477117633298774,Moderate (10001-50000)
2022,Piemonte,65+,53963,NordOvest,951,0.00046983334008523196,0.017623186257250338,Very low (1-1000)
2022,Puglia,0-14,0,Sud,1891,0.000934232225132674,0.0,Low (1001-10000)
2022,Puglia,15+,1266627,Sud,27709,0.013689392240191056,0.02187621138661974,Moderate (10001-50000)
2022,Puglia,15-64,1233796,Sud,27026,0.013351961986481052,0.0219047557294723,Moderate (10001-50000)
2022,Puglia,65+,32831,Sud,683,0.00033743025371000304,0.02080350887880357,Very low (1-1000)
2022,Sardegna,15+,566151,0,0,0.0,0.0,No injuries
2022,Sardegna,15-64,548126,0,0,0.0,0.0,No injuries
2022,Sardegna,65+,18025,0,0,0.0,0.0,No injuries
2022,Sicilia,0-14,0,Sud,1907,0.000942136887005822,0.0,Low (1001-10000)
2022,Sicilia,15+,1337017,Sud,30830,0.01523129534682198,0.02305879431600346,Moderate (10001-50000)
2022,Sicilia,15-64,1301557,Sud,30025,0.014833592046329225,0.02306852485138953,Moderate (10001-50000)
2022,Sicilia,65+,35460,Sud,805,0.00039770330049275596,0.022701635645798083,Very low (1-1000)
2022,Toscana,0-14,0,Centro,2484,0.001227198755806221,0.0,Low (1001-10000)
2022,Toscana,15+,1617713,Centro,50656,0.02502615949038645,0.03131334173614232,High (50001-100000)
2022,Toscana,15-64,1557234,Centro,49289,0.02435080494159937,0.031651633601629564,Moderate (10001-50000)
2022,Toscana,65+,60479,Centro,1367,0.0006753545487870791,0.022602886952495908,Low (1001-10000)
2022,Total,0-14,0,Total,43460,0.021471037812938153,0.0,Moderate (10001-50000)
2022,Total,15+,23099391,Total,0,0.0,0.0,No injuries
2022,Total,15-64,22412478,Total,631120,0.31179938758632136,0.02815931375370452,Extremely High (200001+)
2022,Total,65+,686913,Total,14614,0.007219920538386521,0.021274892162471807,Moderate (10001-50000)
2022,Trentino Alto Adige,0-14,0,NordEst,1973,0.000974743617232558,0.0,Low (1001-10000)
2022,Trentino Alto Adige,15+,506320,NordEst,21161,0.01045440936860525,0.041793727287091166,Moderate (10001-50000)
2022,Trentino Alto Adige,15-64,491370,NordEst,20505,0.010130318231806186,0.04173026436290372,Moderate (10001-50000)
2022,Trentino Alto Adige,65+,14950,NordEst,656,0.000324091136799066,0.043879598662207364,Very low (1-1000)
2022,Umbria,0-14,0,Centro,842,0.00041598283107441097,0.0,Very low (1-1000)
2022,Umbria,15+,352298,Centro,9884,0.0048831048721371525,0.028055793674673143,Low (1001-10000)
2022,Umbria,15-64,340852,Centro,9583,0.004734398420648557,0.02811484163214533,Low (1001-10000)
2022,Umbria,65+,11446,Centro,301,0.000148706451488596,0.026297396470382668,Very low (1-1000)
2022,Valle D'Aosta,0-14,0,NordOvest,88,4.3475640302313e-05,0.0,Very low (1-1000)
2022,Valle D'Aosta,15+,55164,NordOvest,1581,0.0007810794013404331,0.028659995649336523,Low (1001-10000)
2022,Valle D'Aosta,15-64,53819,NordOvest,1551,0.0007662581603282801,0.02881881863282484,Low (1001-10000)
2022,Valle D'Aosta,65+,1345,NordOvest,30,1.4821241012152e-05,0.02230483271375465,Very low (1-1000)
2022,Veneto,0-14,0,NordEst,4361,0.002154514401799891,0.0,Low (1001-10000)
2022,Veneto,15+,2145361,NordEst,80232,0.03963792696290046,0.03739790179834536,High (50001-100000)
2022,Veneto,15-64,2084014,NordEst,78720,0.03889093641588798,0.0377732587209107,High (50001-100000)
2022,Veneto,65+,61347,NordEst,1512,0.000746990547012482,0.024646681989339333,Low (1001-10000)
2023,Abruzzo,0-14,0,Sud,549,0.000788720577418168,0.0,Very low (1-1000)
2023,Abruzzo,15+,502116,Sud,4440,0.0063787237955130575,0.00884257820901943,Low (1001-10000)
2023,Abruzzo,15-64,486926,Sud,4262,0.006123000183891137,0.00875287004596181,Low (1001-10000)
2023,Abruzzo,65+,15190,Sud,178,0.000255723611621919,0.011718235681369323,Very low (1-1000)
2023,Basilicata,0-14,0,Sud,201,0.00028876655020228,0.0,Very low (1-1000)
2023,Basilicata,15+,194175,Sud,1495,0.002147791007723427,0.00769924037594953,Low (1001-10000)
2023,Basilicata,15-64,186726,Sud,1444,0.002074521883045237,0.007733256214988807,Low (1001-10000)
2023,Basilicata,65+,7449,Sud,51,7.326912467819e-05,0.00684655658477648,Very low (1-1000)
2023,Calabria,0-14,0,Sud,476,0.000683845163663111,0.0,Very low (1-1000)
2023,Calabria,15+,539183,Sud,2996,0.004304201912467819,0.005556555010080066,Low (1001-10000)
2023,Calabria,15-64,519574,Sud,2900,0.004166283560132401,0.0055814956098650045,Low (1001-10000)
2023,Calabria,65+,19609,Sud,96,0.000137918352335417,0.00489571115304197,Very low (1-1000)
2023,Campania,0-14,0,Sud,1077,0.001547271515262964,0.0,Low (1001-10000)
2023,Campania,15+,1683953,Sud,7957,0.011431420099301214,0.004725191261276294,Low (1001-10000)
2023,Campania,15-64,1625211,Sud,7689,0.011046398032364839,0.004731077995411057,Low (1001-10000)
2023,Campania,65+,58742,Sud,268,0.00038502206693637295,0.004562323380204964,Very low (1-1000)
2023,Emilia Romagna,0-14,0,NordEst,2978,0.004278342221404928,0.0,Low (1001-10000)
2023,Emilia Romagna,15+,2023150,NordEst,28759,0.04131660307098198,0.014214961816968588,Moderate (10001-50000)
2023,Emilia Romagna,15-64,1960754,NordEst,28049,0.040296581923501294,0.014305211158564512,Moderate (10001-50000)
2023,Emilia Romagna,65+,62396,NordEst,710,0.001020021147480691,0.011378934547086352,Very low (1-1000)
2023,Friuli Venezia Giulia,0-14,0,NordEst,789,0.001133516458256712,0.0,Very low (1-1000)
2023,Friuli Venezia Giulia,15+,519916,NordEst,5789,0.00831676397572637,0.011134490956231391,Low (1001-10000)
2023,Friuli Venezia Giulia,15-64,502945,NordEst,5674,0.008151549282824569,0.011281551660718368,Low (1001-10000)
2023,Friuli Venezia Giulia,65+,16971,NordEst,115,0.000165214692901802,0.006776265393907254,Very low (1-1000)
2023,Lazio,0-14,0,Centro,1632,0.002344611989702096,0.0,Low (1001-10000)
2023,Lazio,15+,2375406,Centro,15485,0.02224651756160353,0.006518885613659307,Moderate (10001-50000)
2023,Lazio,15-64,2299166,Centro,15126,0.02173076038984921,0.006578907308128251,Moderate (10001-50000)
2023,Lazio,65+,76240,Centro,359,0.000515757171754321,0.004708814270724029,Very low (1-1000)
2023,Liguria,0-14,0,NordOvest,710,0.001020021147480691,0.0,Very low (1-1000)
2023,Liguria,15+,633017,NordOvest,7304,0.010493287973519677,0.01153839470345978,Low (1001-10000)
2023,Liguria,15-64,607214,NordOvest,7174,0.010306523538065467,0.011814615605042045,Low (1001-10000)
2023,Liguria,65+,25803,NordOvest,130,0.000186764435454211,0.005038173855753208,Very low (1-1000)
2023,Lombardia,0-14,0,NordOvest,6658,0.009565212394262595,0.0,Low (1001-10000)
2023,Lombardia,15+,4500716,NordOvest,40931,0.05880350082751011,0.009094330768704357,Moderate (10001-50000)
2023,Lombardia,15-64,4379431,NordOvest,40324,0.05793145457888929,0.0092075888397374,Moderate (10001-50000)
2023,Lombardia,65+,121285,NordOvest,607,0.0008720462486208159,0.005004740899534154,Very low (1-1000)
2023,Marche,0-14,0,Centro,716,0.001028641044501655,0.0,Very low (1-1000)
2023,Marche,15+,641107,Centro,6187,0.008888550478116954,0.0096504951591544,Low (1001-10000)
2023,Marche,15-64,618378,Centro,5921,0.008506401710187569,0.009575049565152708,Low (1001-10000)
2023,Marche,65+,22729,Centro,266,0.000382148767929385,0.011703110563597165,Very low (1-1000)
2023,Molise,0-14,0,Sud,91,0.000130735104817947,0.0,Very low (1-1000)
2023,Molise,15+,106313,Sud,652,0.000936695476278043,0.0061328341783225,Very low (1-1000)
2023,Molise,15-64,102624,Sud,621,0.000892159341669731,0.006051216089803555,Very low (1-1000)
2023,Molise,65+,3689,Sud,31,4.4536134608311004e-05,0.008403361344537815,Very low (1-1000)
2023,Piemonte,0-14,0,NordOvest,2659,0.003820051029790364,0.0,Low (1001-10000)
2023,Piemonte,15+,1800861,NordOvest,15819,0.022726358495770503,0.008784131590389264,Moderate (10001-50000)
2023,Piemonte,15-64,1748488,NordOvest,15487,0.02224939086061052,0.008857367050846218,Moderate (10001-50000)
2023,Piemonte,65+,52373,NordOvest,332,0.00047696763515998495,0.006339144215530903,Very low (1-1000)
2023,Puglia,0-14,0,Sud,1332,0.001913617138653917,0.0,Low (1001-10000)
2023,Puglia,15+,1292646,Sud,9976,0.014332015446855462,0.007717503477363485,Low (1001-10000)
2023,Puglia,15-64,1257883,Sud,9698,0.013932626884884149,0.0077097790494028455,Low (1001-10000)
2023,Puglia,65+,34763,Sud,278,0.000399388561971313,0.0079970083134367,Very low (1-1000)
2023,Sardegna,15+,576709,0,0,0.0,0.0,No injuries
2023,Sardegna,15-64,557119,0,0,0.0,0.0,No injuries
2023,Sardegna,65+,19590,0,0,0.0,0.0,No injuries
2023,Sicilia,0-14,0,Sud,1338,0.00192223703567488,0.0,Low (1001-10000)
2023,Sicilia,15+,1410776,Sud,9461,0.013592140952556089,0.00670623826886763,Low (1001-10000)
2023,Sicilia,15-64,1368837,Sud,9199,0.013215738782640677,0.00672030344007358,Low (1001-10000)
2023,Sicilia,65+,41939,Sud,262,0.00037640216991541,0.006247168506640597,Very low (1-1000)
2023,Toscana,0-14,0,Centro,1499,0.002153537605737403,0.0,Low (1001-10000)
2023,Toscana,15+,1628035,Centro,17688,0.02541145641780066,0.010864631288639372,Moderate (10001-50000)
2023,Toscana,15-64,1563869,Centro,17183,0.02468594841853623,0.010987493197959677,Moderate (10001-50000)
2023,Toscana,65+,64166,Centro,505,0.000725507999264435,0.00787021163856248,Very low (1-1000)
2023,Total,0-14,0,Total,27395,0.039357013148216255,0.0,Moderate (10001-50000)
2023,Total,15+,23579947,Total,0,0.0,0.0,No injuries
2023,Total,15-64,22834951,Total,208659,0.29976984874954027,0.009137702988721106,Extremely High (200001+)
2023,Total,65+,744996,Total,5099,0.007325475818315557,0.006844332050104967,Low (1001-10000)
2023,Trentino Alto Adige,0-14,0,NordEst,1277,0.00183460141596175,0.0,Low (1001-10000)
2023,Trentino Alto Adige,15+,507708,NordEst,7793,0.01119580958072821,0.015349374049650586,Low (1001-10000)
2023,Trentino Alto Adige,15-64,492094,NordEst,7581,0.010891239885987496,0.015405593240315875,Low (1001-10000)
2023,Trentino Alto Adige,65+,15614,NordEst,212,0.000304569694740713,0.013577558601255283,Very low (1-1000)
2023,Umbria,0-14,0,Centro,547,0.0007858472784111801,0.0,Very low (1-1000)
2023,Umbria,15+,361596,Centro,3765,0.005408985380654653,0.010412172701025452,Low (1001-10000)
2023,Umbria,15-64,347298,Centro,3630,0.005215037697682972,0.01045211892956481,Low (1001-10000)
2023,Umbria,65+,14298,Centro,135,0.00019394768297167998,0.009441879983214435,Very low (1-1000)
2023,Valle D'Aosta,0-14,0,NordOvest,49,7.0395825671202e-05,0.0,Very low (1-1000)
2023,Valle D'Aosta,15+,56813,NordOvest,529,0.0007599875873482891,0.009311249185925756,Very low (1-1000)
2023,Valle D'Aosta,15-64,55114,NordOvest,511,0.0007341278962853991,0.009271691403273215,Very low (1-1000)
2023,Valle D'Aosta,65+,1699,NordOvest,18,2.5859691062890002e-05,0.010594467333725719,Very low (1-1000)
2023,Veneto,0-14,0,NordEst,2817,0.004047041651342405,0.0,Low (1001-10000)
2023,Veneto,15+,2225751,NordEst,26732,0.03840451452739978,0.012010328199335864,Moderate (10001-50000)
2023,Veneto,15-64,2155300,NordEst,26186,0.037620103898492095,0.012149584744583119,Moderate (10001-50000)
2023,Veneto,65+,70451,NordEst,546,0.000784410628907686,0.007750067422747725,Very low (1-1000)
2024,Abruzzo,0-14,0,Sud,576,0.0008157750500299541,0.0,Very low (1-1000)
2024,Abruzzo,15+,0,Sud,4166,0.005900206351431926,0.0,Low (1001-10000)
2024,Abruzzo,15-64,0,Sud,3999,0.00566368823796838,0.0,Low (1001-10000)
2024,Abruzzo,65+,0,Sud,167,0.000236518113463545,0.0,Very low (1-1000)
2024,Basilicata,0-14,0,Sud,244,0.000345571375359911,0.0,Very low (1-1000)
2024,Basilicata,15+,0,Sud,1413,0.002001198169604731,0.0,Low (1001-10000)
2024,Basilicata,15-64,0,Sud,1356,0.00192047043027885,0.0,Low (1001-10000)
2024,Basilicata,65+,0,Sud,57,8.072773932588e-05,0.0,Very low (1-1000)
2024,Calabria,0-14,0,Sud,562,0.000795947184230615,0.0,Very low (1-1000)
2024,Calabria,15+,0,Sud,3116,0.004413116416481489,0.0,Low (1001-10000)
2024,Calabria,15-64,0,Sud,3020,0.004277153908143162,0.0,Low (1001-10000)
2024,Calabria,65+,0,Sud,96,0.000135962508338325,0.0,Very low (1-1000)
2024,Campania,0-14,0,Sud,1080,0.0015295782188061641,0.0,Low (1001-10000)
2024,Campania,15+,0,Sud,7746,0.010970474891548655,0.0,Low (1001-10000)
2024,Campania,15-64,0,Sud,7483,0.010597994269746785,0.0,Low (1001-10000)
2024,Campania,65+,0,Sud,263,0.000372480621801871,0.0,Very low (1-1000)
2024,Emilia Romagna,0-14,0,NordEst,3989,0.005649525476683138,0.0,Low (1001-10000)
2024,Emilia Romagna,15+,0,NordEst,28180,0.039910661301812686,0.0,Moderate (10001-50000)
2024,Emilia Romagna,15-64,0,NordEst,27456,0.03888527738476114,0.0,Moderate (10001-50000)
2024,Emilia Romagna,65+,0,NordEst,724,0.001025383917051539,0.0,Very low (1-1000)
2024,Friuli Venezia Giulia,0-14,0,NordEst,942,0.00133413211306982,0.0,Very low (1-1000)
2024,Friuli Venezia Giulia,15+,0,NordEst,5712,0.00808976924613038,0.0,Low (1001-10000)
2024,Friuli Venezia Giulia,15-64,0,NordEst,5581,0.007904237073293706,0.0,Low (1001-10000)
2024,Friuli Venezia Giulia,65+,0,NordEst,131,0.00018553217283667298,0.0,Very low (1-1000)
2024,Lazio,0-14,0,Centro,1786,0.002529469165544268,0.0,Low (1001-10000)
2024,Lazio,15+,0,Centro,15491,0.021939533506968787,0.0,Moderate (10001-50000)
2024,Lazio,15-64,0,Centro,15091,0.02137302305555909,0.0,Moderate (10001-50000)
2024,Lazio,65+,0,Centro,400,0.00056651045140969,0.0,Very low (1-1000)
2024,Liguria,0-14,0,NordOvest,839,0.001188255671831825,0.0,Very low (1-1000)
2024,Liguria,15+,0,NordOvest,7122,0.010086718587349539,0.0,Low (1001-10000)
2024,Liguria,15-64,0,NordOvest,6946,0.009837453988729275,0.0,Low (1001-10000)
2024,Liguria,65+,0,NordOvest,176,0.00024926459862026297,0.0,Very low (1-1000)
2024,Lombardia,0-14,0,NordOvest,7837,0.011099356019244363,0.0,Low (1001-10000)
2024,Lombardia,15+,0,NordOvest,40623,0.05753338516903964,0.0,Moderate (10001-50000)
2024,Lombardia,15-64,0,NordOvest,39978,0.05661988706614151,0.0,Moderate (10001-50000)
2024,Lombardia,65+,0,NordOvest,645,0.0009134981028981259,0.0,Very low (1-1000)
2024,Marche,0-14,0,Centro,812,0.001150016216361671,0.0,Very low (1-1000)
2024,Marche,15+,0,Centro,6125,0.008674691287210885,0.0,Low (1001-10000)
2024,Marche,15-64,0,Centro,5884,0.008333368740236546,0.0,Low (1001-10000)
2024,Marche,65+,0,Centro,241,0.00034132254697433797,0.0,Very low (1-1000)
2024,Molise,0-14,0,Sud,149,0.00021102514315010897,0.0,Very low (1-1000)
2024,Molise,15+,0,Sud,641,0.000907832998384028,0.0,Very low (1-1000)
2024,Molise,15-64,0,Sud,618,0.000875258647427971,0.0,Very low (1-1000)
2024,Molise,65+,0,Sud,23,3.2574350956057e-05,0.0,Very low (1-1000)
2024,Piemonte,0-14,0,NordOvest,3207,0.004541997544177192,0.0,Low (1001-10000)
2024,Piemonte,15+,0,NordOvest,16010,0.02267458081767286,0.0,Moderate (10001-50000)
2024,Piemonte,15-64,0,NordOvest,15663,0.022183133001074953,0.0,Moderate (10001-50000)
2024,Piemonte,65+,0,NordOvest,347,0.000491447816597906,0.0,Very low (1-1000)
2024,Puglia,0-14,0,Sud,1402,0.001985619132190965,0.0,Low (1001-10000)
2024,Puglia,15+,0,Sud,10417,0.014753348430836864,0.0,Moderate (10001-50000)
2024,Puglia,15-64,0,Sud,10110,0.014318551659379926,0.0,Moderate (10001-50000)
2024,Puglia,65+,0,Sud,307,0.000434796771456937,0.0,Very low (1-1000)
2024,Sicilia,0-14,0,Sud,1446,0.00204793528184603,0.0,Low (1001-10000)
2024,Sicilia,15+,0,Sud,9725,0.0137732853498981,0.0,Low (1001-10000)
2024,Sicilia,15-64,0,Sud,9433,0.013359732720369026,0.0,Low (1001-10000)
2024,Sicilia,65+,0,Sud,292,0.000413552629529074,0.0,Very low (1-1000)
2024,Toscana,0-14,0,Centro,1880,0.002662599121625545,0.0,Low (1001-10000)
2024,Toscana,15+,0,Centro,18062,0.025580779433404567,0.0,Moderate (10001-50000)
2024,Toscana,15-64,0,Centro,17457,0.02472393237564741,0.0,Moderate (10001-50000)
2024,Toscana,65+,0,Centro,605,0.000856847057757156,0.0,Very low (1-1000)
2024,Total,0-14,0,Total,32961,0.04668187747228702,0.0,Moderate (10001-50000)
2024,Total,15-64,0,Total,207924,0.29447779774727123,0.0,Extremely High (200001+)
2024,Total,65+,0,Total,5461,0.0077342839378708,0.0,Low (1001-10000)
2024,Trentino Alto Adige,0-14,0,NordEst,1791,0.002536550546186888,0.0,Low (1001-10000)
2024,Trentino Alto Adige,15+,0,NordEst,8170,0.011570975970042927,0.0,Low (1001-10000)
2024,Trentino Alto Adige,15-64,0,NordEst,7908,0.01119991162436958,0.0,Low (1001-10000)
2024,Trentino Alto Adige,65+,0,NordEst,262,0.000371064345673347,0.0,Very low (1-1000)
2024,Umbria,0-14,0,Centro,615,0.000871009819042399,0.0,Very low (1-1000)
2024,Umbria,15+,0,Centro,3870,0.005480988617388755,0.0,Low (1001-10000)
2024,Umbria,15-64,0,Centro,3744,0.005302537825194703,0.0,Low (1001-10000)
2024,Umbria,65+,0,Centro,126,0.00017845079219405198,0.0,Very low (1-1000)
2024,Valle D'Aosta,0-14,0,NordOvest,68,9.6306776739647e-05,0.0,Very low (1-1000)
2024,Valle D'Aosta,15+,0,NordOvest,531,0.000752042624246364,0.0,Very low (1-1000)
2024,Valle D'Aosta,15-64,0,NordOvest,515,0.000729382206189976,0.0,Very low (1-1000)
2024,Valle D'Aosta,65+,0,NordOvest,16,2.2660418056387e-05,0.0,Very low (1-1000)
2024,Veneto,0-14,0,NordEst,3736,0.005291207616166509,0.0,Low (1001-10000)
2024,Veneto,15+,0,NordEst,26265,0.0371984925156888,0.0,Moderate (10001-50000)
2024,Veneto,15-64,0,NordEst,25682,0.03637280353275917,0.0,Moderate (10001-50000)
2024,Veneto,65+,0,NordEst,583,0.000825688982929623,0.0,Very low (1-1000)
