Year,DescrRegione,Occupati,MacroRegione,Settore,Percentage,PercentageOccupati,SummarisedCount
2021,Lazio,2265747,Centro,Terziario,0.8471677097698102,0.014099102856585489,Moderate (10001-50000)
2021,Liguria,594600,NordOvest,Primario,0.0006252605252188411,2.0181634712411e-05,Very low (1-1000)
2021,Liguria,594600,NordOvest,Secondario,0.20534597749062108,0.0066279852001345455,Low (1001-10000)
2021,Liguria,594600,NordOvest,Terziario,0.7940287619841601,0.025628994281870165,Moderate (10001-50000)
2021,Lombardia,4332517,NordOvest,Primario,0.001908108516587319,4.662416789132e-05,Very low (1-1000)
2021,Lombardia,4332517,NordOvest,Secondario,0.27457870475326834,0.00670926392210348,Moderate (10001-50000)
2021,Lombardia,4332517,NordOvest,Terziario,0.7235131867301443,0.01767886888845445,High (50001-100000)
2021,Marche,616562,Centro,Primario,0.004191980558930741,0.00011191088649641,Very low (1-1000)
2021,Marche,616562,Centro,Secondario,0.3101458080194411,0.00827978370382865,Low (1001-10000)
2021,Marche,616562,Centro,Terziario,0.6856622114216282,0.01830472847823901,Moderate (10001-50000)
2021,Molise,100276,Sud,Primario,0.0034562211981566822,5.9834855797997e-05,Very low (1-1000)
2021,Molise,100276,Sud,Secondario,0.21831797235023043,0.0037795683912401766,Very low (1-1000)
2021,Molise,100276,Sud,Terziario,0.7782258064516128,0.013472815030515777,Low (1001-10000)
2021,Piemonte,1767300,NordOvest,Primario,0.001768346595932802,4.187178181406601e-05,Very low (1-1000)
2021,Piemonte,1767300,NordOvest,Secondario,0.24355389872631253,0.005766989192553613,Moderate (10001-50000)
2021,Piemonte,1767300,NordOvest,Terziario,0.7546777546777547,0.017869631641487013,Moderate (10001-50000)
2021,Puglia,1206761,Sud,Primario,0.0026967196619038032,5.5520521461996004e-05,Very low (1-1000)
2021,Puglia,1206761,Sud,Secondario,0.1968605353189777,0.004052998066725722,Low (1001-10000)
2021,Puglia,1206761,Sud,Terziario,0.8004427450191184,0.01647965090021968,Moderate (10001-50000)
2021,Sardegna,563197,0,0,0.0,0.0,No injuries
2021,Sicilia,1310864,Sud,Primario,0.002815501821795296,5.1874183744461004e-05,Very low (1-1000)
2021,Sicilia,1310864,Sud,Secondario,0.16404438555813183,0.0030224340587581932,Low (1001-10000)
2021,Sicilia,1310864,Sud,Terziario,0.833140112620073,0.015350181254500848,Moderate (10001-50000)
2021,Toscana,1546282,Centro,Primario,0.0045899983935005625,0.000129342513202637,Very low (1-1000)
2021,Toscana,1546282,Centro,Secondario,0.25426296100796364,0.007164928518860078,Moderate (10001-50000)
2021,Toscana,1546282,Centro,Terziario,0.7411470405985358,0.020884935606829802,Moderate (10001-50000)
2021,Total,22553956,Total,Primario,0.0026909576228427577,6.5975122058409e-05,Low (1001-10000)
2021,Total,22553956,Total,Secondario,0.2552250331396495,0.006257438828026445,Very High (100001-200000)
2021,Total,22553956,Total,Terziario,0.7420840092375077,0.01819392571307668,Extremely High (200001+)
2021,Trentino Alto Adige,487081,NordEst,Primario,0.005547850208044383,0.000246365594223548,Very low (1-1000)
2021,Trentino Alto Adige,487081,NordEst,Secondario,0.25533980582524274,0.011338976474138798,Low (1001-10000)
2021,Trentino Alto Adige,487081,NordEst,Terziario,0.7391123439667129,0.03282205629043219,Moderate (10001-50000)
2021,Umbria,354249,Centro,Primario,0.00605060506050605,0.000155258024722723,Very low (1-1000)
2021,Umbria,354249,Centro,Secondario,0.2675467546754676,0.006865227565921146,Low (1001-10000)
2021,Umbria,354249,Centro,Terziario,0.7264026402640265,0.018639431586257124,Low (1001-10000)
2021,Valle D'Aosta,52741,NordOvest,Secondario,0.19248120300751878,0.004853908723763296,Very low (1-1000)
2021,Valle D'Aosta,52741,NordOvest,Terziario,0.8075187969924812,0.0203636639426632,Low (1001-10000)
2021,Veneto,2080525,NordEst,Primario,0.002466860423903026,8.363273692938e-05,Very low (1-1000)
2021,Veneto,2080525,NordEst,Secondario,0.32627773445807046,0.011061631078694081,Moderate (10001-50000)
2021,Veneto,2080525,NordEst,Terziario,0.6712554051180265,0.02275723675514594,Moderate (10001-50000)
2022,Abruzzo,482849,Sud,Primario,0.002213228784621221,7.2486429504876e-05,Very low (1-1000)
2022,Abruzzo,482849,Sud,Secondario,0.19950676615657012,0.0065341338596538465,Low (1001-10000)
2022,Abruzzo,482849,Sud,Terziario,0.7982800050588087,0.02614481960198737,Moderate (10001-50000)
2022,Basilicata,188761,Sud,Primario,0.005604857543204111,0.000127144908111315,Very low (1-1000)
2022,Basilicata,188761,Sud,Secondario,0.18496029892573562,0.004195781967673407,Very low (1-1000)
2022,Basilicata,188761,Sud,Terziario,0.8094348435310601,0.018361843813075797,Low (1001-10000)
2022,Calabria,528974,Sud,Primario,0.0034059945504087193,6.6165822894887e-05,Very low (1-1000)
2022,Calabria,528974,Sud,Secondario,0.1561891786687427,0.0030341755927512496,Low (1001-10000)
2022,Calabria,528974,Sud,Terziario,0.8404048267808486,0.01632594418629271,Low (1001-10000)
2022,Campania,1641300,Sud,Primario,0.001376297759028214,2.8026564308779e-05,Very low (1-1000)
2022,Campania,1641300,Sud,Secondario,0.13269305568022022,0.0027021263632486443,Low (1001-10000)
2022,Campania,1641300,Sud,Terziario,0.8659306465607516,0.017633583135319562,Moderate (10001-50000)
2022,Emilia Romagna,2001272,NordEst,Primario,0.002661100328365132,0.00010893072006204,Very low (1-1000)
2022,Emilia Romagna,2001272,NordEst,Secondario,0.2802333955884328,0.01147120431405626,Moderate (10001-50000)
2022,Emilia Romagna,2001272,NordEst,Terziario,0.7171055040832021,0.029354330645709328,High (50001-100000)
2022,Friuli Venezia Giulia,520517,NordEst,Primario,0.002191034523598033,7.1083173075999e-05,Very low (1-1000)
2022,Friuli Venezia Giulia,520517,NordEst,Secondario,0.2860188310534731,0.009279235836677764,Low (1001-10000)
2022,Friuli Venezia Giulia,520517,NordEst,Terziario,0.7117901344229289,0.023092425415500363,Moderate (10001-50000)
2022,Lazio,2320883,Centro,Primario,0.001194611383727555,2.8006581977635e-05,Very low (1-1000)
2022,Lazio,2320883,Centro,Secondario,0.11359835327415413,0.0026632105108271294,Low (1001-10000)
2022,Lazio,2320883,Centro,Terziario,0.8852070353421183,0.02075287724542771,Moderate (10001-50000)
2022,Liguria,616116,NordOvest,Primario,0.0005648919644118059,2.5969135682240998e-05,Very low (1-1000)
2022,Liguria,616116,NordOvest,Secondario,0.1408699336251942,0.006476053210759013,Low (1001-10000)
2022,Liguria,616116,NordOvest,Terziario,0.858565174410394,0.03946984009504704,Moderate (10001-50000)
2022,Lombardia,4424396,NordOvest,Primario,0.001275567967393765,3.8197304219604003e-05,Very low (1-1000)
2022,Lombardia,4424396,NordOvest,Secondario,0.22758698769718466,0.006815167539252816,Moderate (10001-50000)
2022,Lombardia,4424396,NordOvest,Terziario,0.7711374443354215,0.02309196554738771,Very High (100001-200000)
2022,Marche,639261,Centro,Primario,0.003174939146999683,9.3858377094801e-05,Very low (1-1000)
2022,Marche,639261,Centro,Secondario,0.2917239919568208,0.008624020548727358,Low (1001-10000)
2022,Marche,639261,Centro,Terziario,0.7051010688961796,0.02084438124647053,Moderate (10001-50000)
2022,Molise,103093,Sud,Primario,0.0016460905349794238,3.8799918520171e-05,Very low (1-1000)
2022,Molise,103093,Sud,Secondario,0.17407407407407408,0.004103091383508094,Very low (1-1000)
2022,Molise,103093,Sud,Terziario,0.8242798353909465,0.01942905919897568,Low (1001-10000)
2022,Piemonte,1785318,NordOvest,Primario,0.001543011444001543,4.7050441433963004e-05,Very low (1-1000)
2022,Piemonte,1785318,NordOvest,Secondario,0.19587060746891016,0.005972605440599378,Moderate (10001-50000)
2022,Piemonte,1785318,NordOvest,Terziario,0.8025863810870884,0.024472951037294202,Moderate (10001-50000)
2022,Puglia,1266627,Sud,Primario,0.002060810810810811,4.8159402886564006e-05,Very low (1-1000)
2022,Puglia,1266627,Sud,Secondario,0.1821283783783784,0.004256185917401098,Low (1001-10000)
2022,Puglia,1266627,Sud,Terziario,0.8158108108108109,0.019064807555815563,Moderate (10001-50000)
2022,Sardegna,566151,0,0,0.0,0.0,No injuries
2022,Sicilia,1337017,Sud,Primario,0.001252405535021535,3.0665279499063005e-05,Very low (1-1000)
2022,Sicilia,1337017,Sud,Secondario,0.13852827076396734,0.003391879086055002,Low (1001-10000)
2022,Sicilia,1337017,Sud,Terziario,0.8602193237010112,0.021062559413979033,Moderate (10001-50000)
2022,Toscana,1617713,Centro,Primario,0.003857734286789612,0.00012672210707338,Very low (1-1000)
2022,Toscana,1617713,Centro,Secondario,0.2232404968009033,0.00733319198151959,Moderate (10001-50000)
2022,Toscana,1617713,Centro,Terziario,0.7729017689123071,0.0253889286913068,Moderate (10001-50000)
2022,Total,23099391,Total,Primario,0.002119867555434318,6.3248420705117e-05,Low (1001-10000)
2022,Total,23099391,Total,Secondario,0.21543426089025733,0.006427701925128675,Very High (100001-200000)
2022,Total,23099391,Total,Terziario,0.7824458715543083,0.023345074335509537,Extremely High (200001+)
2022,Trentino Alto Adige,506320,NordEst,Primario,0.005662661018414455,0.000258729657133828,Very low (1-1000)
2022,Trentino Alto Adige,506320,NordEst,Secondario,0.23765885709345558,0.010858745457418233,Low (1001-10000)
2022,Trentino Alto Adige,506320,NordEst,Terziario,0.7566784818881299,0.03457299731395165,Moderate (10001-50000)
2022,Umbria,352298,Centro,Primario,0.004754801417117285,0.000144763807912619,Very low (1-1000)
2022,Umbria,352298,Centro,Secondario,0.2349431288457953,0.0071530352145059,Low (1001-10000)
2022,Umbria,352298,Centro,Terziario,0.7603020697370875,0.0231480167358316,Low (1001-10000)
2022,Valle D'Aosta,55164,NordOvest,Primario,0.000599161174355901,1.8127764484083e-05,Very low (1-1000)
2022,Valle D'Aosta,55164,NordOvest,Secondario,0.15638106650689035,0.004731346530345877,Very low (1-1000)
2022,Valle D'Aosta,55164,NordOvest,Terziario,0.8430197723187537,0.025505764629105938,Low (1001-10000)
2022,Veneto,2145361,NordEst,Primario,0.00210419301833485,8.2969719315304e-05,Very low (1-1000)
2022,Veneto,2145361,NordEst,Secondario,0.28029505987493053,0.011052219183624574,Moderate (10001-50000)
2022,Veneto,2145361,NordEst,Terziario,0.7176007471067346,0.028295471018630433,High (50001-100000)
2023,Abruzzo,502116,Sud,Primario,0.002806173581880136,2.7882003361772e-05,Very low (1-1000)
2023,Abruzzo,502116,Sud,Secondario,0.2417318099819603,0.002401835432449872,Low (1001-10000)
2023,Abruzzo,502116,Sud,Terziario,0.7554620164361594,0.007506233619323025,Low (1001-10000)
2023,Basilicata,194175,Sud,Primario,0.015919811320754717,0.000139049826187717,Very low (1-1000)
2023,Basilicata,194175,Sud,Secondario,0.1792452830188679,0.001565598043002446,Very low (1-1000)
2023,Basilicata,194175,Sud,Terziario,0.8048349056603774,0.007029741212823484,Low (1001-10000)
2023,Calabria,539183,Sud,Primario,0.0014400921658986171,9.27328940267e-06,Very low (1-1000)
2023,Calabria,539183,Sud,Secondario,0.1310483870967742,0.0008438693356430001,Very low (1-1000)
2023,Calabria,539183,Sud,Terziario,0.8675115207373271,0.00558622953616861,Low (1001-10000)
2023,Campania,1683953,Sud,Primario,0.0029887093203453618,1.6033701653193e-05,Very low (1-1000)
2023,Campania,1683953,Sud,Secondario,0.15696258578702682,0.0008420662571936389,Low (1001-10000)
2023,Campania,1683953,Sud,Terziario,0.8400487048926278,0.004506657846151288,Low (1001-10000)
2023,Emilia Romagna,2023150,NordEst,Primario,0.004694835680751174,7.3647529842077e-05,Very low (1-1000)
2023,Emilia Romagna,2023150,NordEst,Secondario,0.23638025018117648,0.0037080789857400582,Low (1001-10000)
2023,Emilia Romagna,2023150,NordEst,Terziario,0.7589249141380722,0.011905197340780464,Moderate (10001-50000)
2023,Friuli Venezia Giulia,519916,NordEst,Primario,0.002736394040741867,3.4620977234784e-05,Very low (1-1000)
2023,Friuli Venezia Giulia,519916,NordEst,Secondario,0.23897841289145638,0.003023565345171143,Low (1001-10000)
2023,Friuli Venezia Giulia,519916,NordEst,Terziario,0.7582851930678018,0.0095938574692835,Low (1001-10000)
2023,Lazio,2375406,Centro,Primario,0.016124320850616346,0.000116190663827573,Very low (1-1000)
2023,Lazio,2375406,Centro,Secondario,0.12204241397441139,0.000879428611361594,Low (1001-10000)
2023,Lazio,2375406,Centro,Terziario,0.8618332651749722,0.006210306785450571,Moderate (10001-50000)
2023,Liguria,633017,NordOvest,Primario,0.001372597953581232,1.7377100457017e-05,Very low (1-1000)
2023,Liguria,633017,NordOvest,Secondario,0.17157474419765412,0.002172137557127217,Low (1001-10000)
2023,Liguria,633017,NordOvest,Terziario,0.8270526578487647,0.010470492893555781,Low (1001-10000)
2023,Lombardia,4500716,NordOvest,Primario,0.001660047489966168,1.7552762715976e-05,Very low (1-1000)
2023,Lombardia,4500716,NordOvest,Secondario,0.2217739393557335,0.002344960224106564,Moderate (10001-50000)
2023,Lombardia,4500716,NordOvest,Terziario,0.7765660131543004,0.008211137961159957,Moderate (10001-50000)
2023,Marche,641107,Centro,Primario,0.005070259307547443,5.4593071047422005e-05,Very low (1-1000)
2023,Marche,641107,Centro,Secondario,0.27162103433289875,0.002924628806111928,Low (1001-10000)
2023,Marche,641107,Centro,Terziario,0.7233087063595538,0.007788091535422325,Low (1001-10000)
2023,Molise,106313,Sud,Primario,0.0026917900403768506,1.881237478013e-05,Very low (1-1000)
2023,Molise,106313,Sud,Secondario,0.15343203230148048,0.001072305362467431,Very low (1-1000)
2023,Molise,106313,Sud,Terziario,0.8438761776581427,0.005897679493570871,Very low (1-1000)
2023,Piemonte,1800861,NordOvest,Primario,0.0026518021430890783,2.7209207151467996e-05,Very low (1-1000)
2023,Piemonte,1800861,NordOvest,Secondario,0.19985929213118303,0.0020506857553137083,Low (1001-10000)
2023,Piemonte,1800861,NordOvest,Terziario,0.797488905725728,0.008182752583347632,Moderate (10001-50000)
2023,Puglia,1292646,Sud,Primario,0.007958967102935975,6.9624630409253e-05,Very low (1-1000)
2023,Puglia,1292646,Sud,Secondario,0.1528121683763707,0.0013367929038576682,Low (1001-10000)
2023,Puglia,1292646,Sud,Terziario,0.8392288645206933,0.007341530473153516,Low (1001-10000)
2023,Sardegna,576709,0,0,0.0,0.0,No injuries
2023,Sicilia,1410776,Sud,Primario,0.004444856005185665,3.402382802089e-05,Very low (1-1000)
2023,Sicilia,1410776,Sud,Secondario,0.1372349291601074,0.0010504856901449979,Low (1001-10000)
2023,Sicilia,1410776,Sud,Terziario,0.8583202148347069,0.006570142956784067,Low (1001-10000)
2023,Toscana,1628035,Centro,Primario,0.0038046594048053374,4.4839330849766e-05,Very low (1-1000)
2023,Toscana,1628035,Centro,Secondario,0.21446812946265706,0.002527586937627262,Low (1001-10000)
2023,Toscana,1628035,Centro,Terziario,0.7817272111325376,0.009212946896104812,Moderate (10001-50000)
2023,Total,23579947,Total,Primario,0.0069280353868546906,6.2171471377777e-05,Low (1001-10000)
2023,Total,23579947,Total,Secondario,0.19933933195969827,0.001788850500809013,Moderate (10001-50000)
2023,Total,23579947,Total,Terziario,0.7937326326534468,0.007122874364391064,Very High (100001-200000)
2023,Trentino Alto Adige,507708,NordEst,Primario,0.05964718853362734,0.001065573124709478,Very low (1-1000)
2023,Trentino Alto Adige,507708,NordEst,Secondario,0.19327453142227122,0.003452772065833116,Low (1001-10000)
2023,Trentino Alto Adige,507708,NordEst,Terziario,0.7470782800441015,0.01334625414608397,Low (1001-10000)
2023,Umbria,361596,Centro,Primario,0.00463821892393321,5.5310346353388e-05,Very low (1-1000)
2023,Umbria,361596,Centro,Secondario,0.20106679035250466,0.002397703514419407,Very low (1-1000)
2023,Umbria,361596,Centro,Terziario,0.7942949907235621,0.009471896813017845,Low (1001-10000)
2023,Valle D'Aosta,56813,NordOvest,Primario,0.003460207612456747,3.52032105328e-05,Very low (1-1000)
2023,Valle D'Aosta,56813,NordOvest,Secondario,0.13667820069204153,0.001390526816045623,Very low (1-1000)
2023,Valle D'Aosta,56813,NordOvest,Terziario,0.8598615916955016,0.008747997817400948,Very low (1-1000)
2023,Veneto,2225751,0,0,0.0,0.0,No injuries
2024,Abruzzo,0,Sud,Primario,0.002530577815267819,0.0,Very low (1-1000)
2024,Abruzzo,0,Sud,Secondario,0.26528890763390967,0.0,Low (1001-10000)
2024,Abruzzo,0,Sud,Terziario,0.7321805145508224,0.0,Low (1001-10000)
2024,Basilicata,0,Sud,Primario,0.007845503922751962,0.0,Very low (1-1000)
2024,Basilicata,0,Sud,Secondario,0.1768255884127942,0.0,Very low (1-1000)
2024,Basilicata,0,Sud,Terziario,0.8153289076644539,0.0,Low (1001-10000)
2024,Calabria,0,Sud,Primario,0.002718868950516585,0.0,Very low (1-1000)
2024,Calabria,0,Sud,Secondario,0.16258836324089182,0.0,Very low (1-1000)
2024,Calabria,0,Sud,Terziario,0.8346927678085916,0.0,Low (1001-10000)
2024,Campania,0,Sud,Primario,0.001133016088828461,0.0,Very low (1-1000)
2024,Campania,0,Sud,Secondario,0.19612508497620668,0.0,Low (1001-10000)
2024,Campania,0,Sud,Terziario,0.8027418989349648,0.0,Low (1001-10000)
2024,Emilia Romagna,0,NordEst,Primario,0.001896235506232708,0.0,Very low (1-1000)
2024,Emilia Romagna,0,NordEst,Secondario,0.2493394261556157,0.0,Low (1001-10000)
2024,Emilia Romagna,0,NordEst,Terziario,0.7487643383381516,0.0,Moderate (10001-50000)
2024,Friuli Venezia Giulia,0,NordEst,Primario,0.002404568680492936,0.0,Very low (1-1000)
2024,Friuli Venezia Giulia,0,NordEst,Secondario,0.2538322813345356,0.0,Low (1001-10000)
2024,Friuli Venezia Giulia,0,NordEst,Terziario,0.7437631499849714,0.0,Low (1001-10000)
2024,Lazio,0,Centro,Primario,0.0019100538287897201,0.0,Very low (1-1000)
2024,Lazio,0,Centro,Secondario,0.14273311338774092,0.0,Low (1001-10000)
2024,Lazio,0,Centro,Terziario,0.8553568327834694,0.0,Moderate (10001-50000)
2024,Liguria,0,NordOvest,Primario,0.000628061801281246,0.0,Very low (1-1000)
2024,Liguria,0,NordOvest,Secondario,0.1913076246702676,0.0,Low (1001-10000)
2024,Liguria,0,NordOvest,Terziario,0.8080643135284512,0.0,Low (1001-10000)
2024,Lombardia,0,NordOvest,Primario,0.001155592241023524,0.0,Very low (1-1000)
2024,Lombardia,0,NordOvest,Secondario,0.2288278992983904,0.0,Moderate (10001-50000)
2024,Lombardia,0,NordOvest,Terziario,0.770016508460586,0.0,Moderate (10001-50000)
2024,Marche,0,Centro,Primario,0.0031713997405218393,0.0,Very low (1-1000)
2024,Marche,0,Centro,Secondario,0.2738936139541589,0.0,Low (1001-10000)
2024,Marche,0,Centro,Terziario,0.7229349863053193,0.0,Low (1001-10000)
2024,Molise,0,Sud,Primario,0.0025316455696202528,0.0,Very low (1-1000)
2024,Molise,0,Sud,Secondario,0.15822784810126586,0.0,Very low (1-1000)
2024,Molise,0,Sud,Terziario,0.8392405063291138,0.0,Very low (1-1000)
2024,Piemonte,0,NordOvest,Primario,0.001196856949575896,0.0,Very low (1-1000)
2024,Piemonte,0,NordOvest,Secondario,0.2117396055575792,0.0,Low (1001-10000)
2024,Piemonte,0,NordOvest,Terziario,0.7870635374928449,0.0,Moderate (10001-50000)
2024,Puglia,0,Sud,Primario,0.0020306286487858528,0.0,Very low (1-1000)
2024,Puglia,0,Sud,Secondario,0.1669345968356037,0.0,Low (1001-10000)
2024,Puglia,0,Sud,Terziario,0.8310347745156105,0.0,Low (1001-10000)
2024,Sicilia,0,Sud,Primario,0.002685525020141437,0.0,Very low (1-1000)
2024,Sicilia,0,Sud,Secondario,0.15414913615611853,0.0,Low (1001-10000)
2024,Sicilia,0,Sud,Terziario,0.84316533882374,0.0,Low (1001-10000)
2024,Toscana,0,Centro,Primario,0.003660615785778758,0.0,Very low (1-1000)
2024,Toscana,0,Centro,Secondario,0.2260555611272691,0.0,Low (1001-10000)
2024,Toscana,0,Centro,Terziario,0.7702838230869521,0.0,Moderate (10001-50000)
2024,Total,0,Total,Primario,0.002029166377776237,0.0,Very low (1-1000)
2024,Total,0,Total,Secondario,0.21247082206660658,0.0,Moderate (10001-50000)
2024,Total,0,Total,Terziario,0.7855000115556172,0.0,Very High (100001-200000)
2024,Trentino Alto Adige,0,NordEst,Primario,0.0034133119164742494,0.0,Very low (1-1000)
2024,Trentino Alto Adige,0,NordEst,Secondario,0.1944583877120771,0.0,Low (1001-10000)
2024,Trentino Alto Adige,0,NordEst,Terziario,0.8021283003714487,0.0,Low (1001-10000)
2024,Umbria,0,Centro,Primario,0.003121516164994426,0.0,Very low (1-1000)
2024,Umbria,0,Centro,Secondario,0.2191750278706801,0.0,Very low (1-1000)
2024,Umbria,0,Centro,Terziario,0.7777034559643254,0.0,Low (1001-10000)
2024,Valle D'Aosta,0,NordOvest,Primario,0.001669449081803005,0.0,Very low (1-1000)
2024,Valle D'Aosta,0,NordOvest,Secondario,0.1368948247078464,0.0,Very low (1-1000)
2024,Valle D'Aosta,0,NordOvest,Terziario,0.8614357262103506,0.0,Very low (1-1000)
